model_id,alternative_name,category,split,quality,sysml_path,source_text_path,likert_score,similarity_percent,source_structure_score,source_behavior_score,source_data_score,token_recall_percent,readiness_percent,readiness_band,l1_structural_score,l2_behavioral_score,l3_property_score,observability_score,repair_score,sequence_validity,tradespace_score,recommendation,source_keys
1722,sysml_model_1722,industrial,agent,B,data/001722/001722.sysml,data/001722/001722.txt,2,38.7,32.1,54.1,20.4,42.8,89.7,SENTINEL-Ready,100.0,73.3,86.6,100.0,97.3,100.0%,76.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1723,sysml_model_1723,electronics,agent,B,data/001723/001723.sysml,data/001723/001723.txt,3,49.6,58.8,38.6,40.5,54.3,90.5,SENTINEL-Ready,100.0,83.5,79.3,100.0,97.5,99.4%,80.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1724,sysml_model_1724,software,agent,B,data/001724/001724.sysml,data/001724/001724.txt,3,63.2,75.2,46.1,59.3,67.5,97.8,SENTINEL-Ready,100.0,98.2,93.3,100.0,99.4,99.6%,89.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1725,sysml_model_1725,electronics,agent,B,data/001725/001725.sysml,data/001725/001725.txt,3,48.8,67,30.4,29.6,55.4,90.4,SENTINEL-Ready,100.0,75.0,92.4,94.0,94.6,100.0%,80.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1726,sysml_model_1726,electronics,agent,B,data/001726/001726.sysml,data/001726/001726.txt,3,61.1,78.2,42.3,53.2,62.7,85.3,SENTINEL-Ready,92.5,75.2,84.4,90.0,87.3,99.7%,79.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1727,sysml_model_1727,electronics,agent,B,data/001727/001727.sysml,data/001727/001727.txt,4,73.1,85.7,71.2,37.6,79.8,84.6,Simulation-Ready,100.0,67.0,72.9,100.0,96.0,99.6%,81.7,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1728,sysml_model_1728,electronics,agent,B,data/001728/001728.sysml,data/001728/001728.txt,3,62.4,74.8,52.9,38.7,70.5,90.5,SENTINEL-Ready,100.0,76.3,86.6,100.0,97.5,100.0%,83.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1729,sysml_model_1729,electronics,agent,B,data/001729/001729.sysml,data/001729/001729.txt,3,65.9,79.7,50.2,57.1,69.4,91.8,SENTINEL-Ready,100.0,79.7,88.2,100.0,97.9,99.7%,85.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1730,sysml_model_1730,industrial,agent,B,data/001730/001730.sysml,data/001730/001730.txt,3,54.4,68.4,37.1,43.7,60.5,97.1,SENTINEL-Ready,100.0,95.6,93.3,99.9,99.2,99.7%,86.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1731,sysml_model_1731,electronics,agent,B,data/001731/001731.sysml,data/001731/001731.txt,4,73.7,86.4,71.1,45.8,76.4,93.0,SENTINEL-Ready,100.0,86.2,86.6,100.0,98.2,99.7%,88.2,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1732,sysml_model_1732,electronics,agent,B,data/001732/001732.sysml,data/001732/001732.txt,3,64.7,89.1,47.6,26.4,73.2,91.2,SENTINEL-Ready,100.0,83.8,82.1,100.0,97.7,100.0%,84.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1733,sysml_model_1733,electronics,agent,B,data/001733/001733.sysml,data/001733/001733.txt,3,58.7,62.1,53.4,53.5,63,88.5,SENTINEL-Ready,100.0,71.7,88.4,98.0,88.1,99.7%,81.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1734,sysml_model_1734,software,agent,B,data/001734/001734.sysml,data/001734/001734.txt,2,34.8,28.4,37,40.2,38.2,88.4,SENTINEL-Ready,100.0,72.5,84.4,100.0,91.9,99.7%,74.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1735,sysml_model_1735,electronics,agent,B,data/001735/001735.sysml,data/001735/001735.txt,3,60.1,73.9,49.3,35.5,68,88.7,SENTINEL-Ready,100.0,75.0,81.1,100.0,97.1,100.0%,81.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1736,sysml_model_1736,automotive,agent,B,data/001736/001736.sysml,data/001736/001736.txt,3,65.1,72.4,67.8,35.9,70.1,92.9,SENTINEL-Ready,100.0,82.2,90.3,100.0,98.2,99.6%,86.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1737,sysml_model_1737,industrial,agent,B,data/001737/001737.sysml,data/001737/001737.txt,4,71.9,84.6,64.6,50.2,75.6,91.8,SENTINEL-Ready,100.0,82.3,85.7,100.0,97.9,100.0%,86.8,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1738,sysml_model_1738,industrial,agent,B,data/001738/001738.sysml,data/001738/001738.txt,4,72,82,61.9,59.4,77.2,85.9,SENTINEL-Ready,100.0,69.7,79.5,94.0,95.1,100.0%,82.4,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1739,sysml_model_1739,industrial,agent,B,data/001739/001739.sysml,data/001739/001739.txt,3,53.9,80.6,35.1,19.4,58.3,95.8,SENTINEL-Ready,100.0,92.1,91.6,100.0,98.9,99.6%,85.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1740,sysml_model_1740,energy,agent,B,data/001740/001740.sysml,data/001740/001740.txt,3,65.8,80.8,53.8,46.4,69.9,91.1,SENTINEL-Ready,100.0,85.5,79.7,100.0,97.7,99.7%,84.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1741,sysml_model_1741,aerospace,agent,B,data/001741/001741.sysml,data/001741/001741.txt,3,60.4,72.6,49.4,43,66.2,93.3,SENTINEL-Ready,100.0,81.6,92.4,100.0,98.3,99.3%,85.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1742,sysml_model_1742,industrial,agent,B,data/001742/001742.sysml,data/001742/001742.txt,4,70.1,89.6,52.3,45.9,77.2,87.5,SENTINEL-Ready,100.0,85.2,80.5,88.0,78.7,99.8%,83.1,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1743,sysml_model_1743,energy,agent,B,data/001743/001743.sysml,data/001743/001743.txt,3,60.4,64.6,65.8,34,65.4,89.1,SENTINEL-Ready,100.0,83.7,76.6,99.9,90.3,99.7%,81.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1744,sysml_model_1744,unknown,agent,B,data/001744/001744.sysml,data/001744/001744.txt,3,63.2,72.3,61.8,37.7,68.2,84.7,Simulation-Ready,100.0,69.0,74.3,96.0,95.2,100.0%,79.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1745,sysml_model_1745,industrial,agent,B,data/001745/001745.sysml,data/001745/001745.txt,4,69.3,81.9,69.2,33.4,74.1,88.2,SENTINEL-Ready,100.0,75.7,81.0,96.0,96.1,99.8%,83.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1746,sysml_model_1746,medical,agent,B,data/001746/001746.sysml,data/001746/001746.txt,3,65.3,68.3,57.3,63.8,70.8,91.9,SENTINEL-Ready,100.0,86.4,82.1,100.0,97.9,99.6%,85.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1747,sysml_model_1747,electronics,agent,B,data/001747/001747.sysml,data/001747/001747.txt,4,74.6,89.5,59.3,62.2,78.1,95.4,SENTINEL-Ready,100.0,90.5,91.6,100.0,98.8,100.0%,90.2,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1748,sysml_model_1748,aerospace,agent,B,data/001748/001748.sysml,data/001748/001748.txt,4,74.8,91.3,61.4,51.6,80.8,94.6,SENTINEL-Ready,100.0,90.8,88.2,100.0,98.6,99.6%,89.6,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1749,sysml_model_1749,automotive,agent,B,data/001749/001749.sysml,data/001749/001749.txt,3,62.6,77.6,39.3,61.1,68.2,90.2,SENTINEL-Ready,100.0,72.9,89.0,100.0,97.5,99.6%,83.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1750,sysml_model_1750,industrial,agent,B,data/001750/001750.sysml,data/001750/001750.txt,4,71.6,81.6,59,63.3,76.4,93.5,SENTINEL-Ready,100.0,81.5,93.3,99.9,98.3,99.7%,88.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1751,sysml_model_1751,aerospace,agent,B,data/001751/001751.sysml,data/001751/001751.txt,3,59.5,67.1,45.2,61.7,63.1,92.0,SENTINEL-Ready,100.0,81.0,87.9,100.0,97.9,99.7%,83.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1752,sysml_model_1752,industrial,agent,B,data/001752/001752.sysml,data/001752/001752.txt,4,81.8,93.1,77.2,58.1,86,90.9,SENTINEL-Ready,100.0,83.8,82.8,100.0,92.5,100.0%,88.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1753,sysml_model_1753,aerospace,agent,B,data/001753/001753.sysml,data/001753/001753.txt,3,56,65.5,42,55.4,58.5,93.1,SENTINEL-Ready,100.0,92.6,85.5,92.5,96.7,100.0%,83.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1754,sysml_model_1754,automotive,agent,B,data/001754/001754.sysml,data/001754/001754.txt,3,50.5,67.8,37.5,27,55.1,88.6,SENTINEL-Ready,100.0,72.1,85.0,98.0,96.6,99.3%,79.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1755,sysml_model_1755,industrial,agent,B,data/001755/001755.sysml,data/001755/001755.txt,3,63,78.3,53.6,38.4,67.3,96.1,SENTINEL-Ready,100.0,95.6,89.1,100.0,99.0,99.4%,87.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1756,sysml_model_1756,electronics,agent,B,data/001756/001756.sysml,data/001756/001756.txt,4,67.1,91.1,51.5,40.2,67.3,86.2,SENTINEL-Ready,90.0,77.4,82.1,100.0,87.9,99.6%,81.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1757,sysml_model_1757,industrial,agent,B,data/001757/001757.sysml,data/001757/001757.txt,3,55.9,84.2,36.3,27.3,55.5,88.4,SENTINEL-Ready,95.0,79.4,80.4,100.0,97.0,99.7%,80.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1758,sysml_model_1758,industrial,agent,B,data/001758/001758.sysml,data/001758/001758.txt,4,76.1,79.1,77.6,59.9,80.3,88.7,SENTINEL-Ready,100.0,70.8,85.1,100.0,97.1,99.7%,85.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1759,sysml_model_1759,industrial,agent,B,data/001759/001759.sysml,data/001759/001759.txt,4,69.4,86,57.7,44.2,74.6,87.0,SENTINEL-Ready,100.0,77.9,72.9,100.0,93.2,99.5%,82.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1760,sysml_model_1760,industrial,agent,B,data/001760/001760.sysml,data/001760/001760.txt,3,59.5,69.6,42.7,60.9,63,91.6,SENTINEL-Ready,100.0,82.4,84.6,100.0,97.8,99.2%,83.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1761,sysml_model_1761,electronics,agent,B,data/001761/001761.sysml,data/001761/001761.txt,4,70.4,88.2,57.3,47.1,74.2,80.3,Simulation-Ready,95.0,74.9,65.6,97.9,67.7,99.4%,77.5,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1762,sysml_model_1762,unknown,agent,B,data/001762/001762.sysml,data/001762/001762.txt,3,53.8,59.2,46,45.9,59.9,90.0,SENTINEL-Ready,100.0,78.8,82.8,100.0,95.7,100.0%,80.9,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1763,sysml_model_1763,industrial,agent,B,data/001763/001763.sysml,data/001763/001763.txt,4,67.7,78.3,65.7,40.8,71.9,88.2,SENTINEL-Ready,100.0,71.6,82.3,100.0,96.9,100.0%,83.0,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1764,sysml_model_1764,industrial,agent,B,data/001764/001764.sysml,data/001764/001764.txt,4,75,88.5,64.8,56.7,78.7,89.5,SENTINEL-Ready,100.0,71.3,87.7,100.0,97.3,99.7%,85.8,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1765,sysml_model_1765,electronics,agent,B,data/001765/001765.sysml,data/001765/001765.txt,4,72,83.4,53.7,71.7,76.3,83.0,Simulation-Ready,90.0,67.0,79.4,100.0,88.8,99.5%,80.1,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1766,sysml_model_1766,unknown,agent,B,data/001766/001766.sysml,data/001766/001766.txt,4,68.6,80.2,52.6,62.8,73.6,90.1,SENTINEL-Ready,100.0,76.0,85.2,100.0,97.4,100.0%,84.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1767,sysml_model_1767,unknown,agent,B,data/001767/001767.sysml,data/001767/001767.txt,3,60.2,73.9,43.4,48.6,66.6,92.6,SENTINEL-Ready,100.0,89.7,82.1,100.0,96.4,100.0%,84.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1768,sysml_model_1768,energy,agent,B,data/001768/001768.sysml,data/001768/001768.txt,4,69.4,90.6,66.9,16.1,75.8,93.5,SENTINEL-Ready,100.0,84.1,90.8,100.0,98.3,100.0%,87.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1769,sysml_model_1769,industrial,agent,B,data/001769/001769.sysml,data/001769/001769.txt,4,69.7,81.7,64.7,44.3,74.2,96.3,SENTINEL-Ready,100.0,94.0,91.7,100.0,99.0,100.0%,89.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1770,sysml_model_1770,electronics,agent,B,data/001770/001770.sysml,data/001770/001770.txt,3,65.6,86.9,50.6,39,68.8,88.1,SENTINEL-Ready,100.0,72.9,83.3,96.0,96.1,100.0%,82.5,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1771,sysml_model_1771,electronics,agent,B,data/001771/001771.sysml,data/001771/001771.txt,3,65.2,88,43.1,46.7,69,90.9,SENTINEL-Ready,100.0,78.3,86.2,100.0,97.6,100.0%,84.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1772,sysml_model_1772,energy,agent,B,data/001772/001772.sysml,data/001772/001772.txt,3,64.2,78.3,52.7,46.7,67.8,84.6,Simulation-Ready,100.0,68.9,81.5,84.5,92.8,100.0%,79.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1773,sysml_model_1773,industrial,agent,B,data/001773/001773.sysml,data/001773/001773.txt,4,73.6,82.9,65.8,63.8,75.3,94.9,SENTINEL-Ready,100.0,87.0,93.3,100.0,98.7,99.8%,89.6,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1774,sysml_model_1774,unknown,agent,B,data/001774/001774.sysml,data/001774/001774.txt,3,59.9,61,55.3,59.2,64,95.2,SENTINEL-Ready,95.0,95.6,90.5,100.0,98.7,99.4%,86.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1775,sysml_model_1775,energy,agent,B,data/001775/001775.sysml,data/001775/001775.txt,4,68.7,84,53.9,54.4,72.2,89.4,SENTINEL-Ready,100.0,75.1,83.6,100.0,97.2,100.0%,84.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1776,sysml_model_1776,automotive,agent,B,data/001776/001776.sysml,data/001776/001776.txt,3,58.6,64.8,47.3,55.4,64.2,86.2,SENTINEL-Ready,100.0,79.3,70.9,94.0,95.2,100.0%,79.3,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1777,sysml_model_1777,industrial,agent,B,data/001777/001777.sysml,data/001777/001777.txt,4,69.3,85.9,63,38.2,72.2,95.1,SENTINEL-Ready,100.0,87.5,93.3,100.0,98.7,100.0%,88.6,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1778,sysml_model_1778,energy,agent,B,data/001778/001778.sysml,data/001778/001778.txt,4,71.9,91.8,44.3,68.8,76,93.5,SENTINEL-Ready,100.0,88.6,90.3,100.0,88.1,99.7%,88.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1779,sysml_model_1779,aerospace,agent,B,data/001779/001779.sysml,data/001779/001779.txt,4,80.9,93.7,82.6,43.6,84.4,92.0,SENTINEL-Ready,95.0,86.7,87.3,100.0,97.9,99.6%,89.2,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1780,sysml_model_1780,industrial,agent,B,data/001780/001780.sysml,data/001780/001780.txt,4,75.2,81.5,68.7,67.2,78.4,89.7,SENTINEL-Ready,100.0,76.4,83.4,100.0,97.3,100.0%,86.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1781,sysml_model_1781,industrial,agent,A,data/001781/001781.sysml,data/001781/001781.txt,4,75,89.2,63.7,54.7,80,80.8,Simulation-Ready,95.0,60.7,76.3,93.9,87.0,99.7%,79.3,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1782,sysml_model_1782,energy,agent,B,data/001782/001782.sysml,data/001782/001782.txt,4,67.8,78.2,54.6,60.1,72.5,92.3,SENTINEL-Ready,100.0,83.9,86.1,100.0,98.0,99.5%,86.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1783,sysml_model_1783,automotive,agent,B,data/001783/001783.sysml,data/001783/001783.txt,3,59.2,67.3,45,58.9,63.8,91.9,SENTINEL-Ready,100.0,82.5,85.8,100.0,97.9,100.0%,83.7,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1784,sysml_model_1784,energy,agent,B,data/001784/001784.sysml,data/001784/001784.txt,4,70.6,88.5,56.8,45.9,76.2,96.3,SENTINEL-Ready,100.0,90.6,95.0,99.9,99.0,99.3%,89.9,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1785,sysml_model_1785,industrial,agent,B,data/001785/001785.sysml,data/001785/001785.txt,4,68.3,91.1,50.4,41.3,73,95.7,SENTINEL-Ready,100.0,92.5,90.7,100.0,98.9,99.8%,88.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1786,sysml_model_1786,energy,agent,B,data/001786/001786.sysml,data/001786/001786.txt,4,83.5,87.5,82.6,72.9,85.5,96.1,SENTINEL-Ready,100.0,94.4,90.3,100.0,99.0,99.7%,92.9,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1787,sysml_model_1787,automotive,agent,B,data/001787/001787.sysml,data/001787/001787.txt,4,71.2,87.2,64.7,40,75.4,84.3,Simulation-Ready,100.0,63.5,75.4,100.0,95.9,99.5%,81.0,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1788,sysml_model_1788,automotive,agent,B,data/001788/001788.sysml,data/001788/001788.txt,4,70.4,85.1,56.8,55.7,73.7,93.8,SENTINEL-Ready,100.0,87.1,88.6,100.0,98.4,100.0%,87.9,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1789,sysml_model_1789,medical,agent,B,data/001789/001789.sysml,data/001789/001789.txt,4,67,80.7,51,57,71.5,93.9,SENTINEL-Ready,100.0,85.0,91.1,100.0,98.4,100.0%,87.1,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1790,sysml_model_1790,energy,agent,A,data/001790/001790.sysml,data/001790/001790.txt,3,55.4,72.7,34.4,39.4,64.2,93.3,SENTINEL-Ready,100.0,86.7,87.3,100.0,98.3,99.6%,83.8,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1791,sysml_model_1791,energy,agent,B,data/001791/001791.sysml,data/001791/001791.txt,3,57.9,68,55,34.1,61.9,90.6,SENTINEL-Ready,100.0,85.0,81.1,96.0,96.7,99.4%,82.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1792,sysml_model_1792,automotive,agent,B,data/001792/001792.sysml,data/001792/001792.txt,4,69.9,79.1,56.3,66.1,74.2,89.3,SENTINEL-Ready,97.5,76.3,84.3,100.0,97.2,99.4%,84.4,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1793,sysml_model_1793,industrial,agent,B,data/001793/001793.sysml,data/001793/001793.txt,3,62,81.6,48.7,37.2,64.6,88.9,SENTINEL-Ready,100.0,79.8,80.3,95.0,96.1,99.3%,82.2,promising with targeted maturation,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
1794,sysml_model_1794,industrial,agent,B,data/001794/001794.sysml,data/001794/001794.txt,4,73.8,91.1,67.8,36.7,79.4,91.5,SENTINEL-Ready,100.0,76.2,90.8,100.0,97.8,100.0%,87.1,frontier candidate,local_model_similarity_scores;local_simulation_readiness_scores;omg_sysml_v2;nasa_systems_engineering_handbook_trade_studies;nasa_systems_modeling_handbook
